Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Start,Finish,Elapsed time,ETsecs,RankAppld,TCFapplied,PHRF,IRC
20/09/2014,Fleet,Special,Ambassador's,Combined,Airship,0,2,1,1315,140333,0:48:33,2913,1,0.734,0.753,
20/09/2014,Fleet,Special,Ambassador's,Combined,Helter Skelter,0,2,1,1315,135904,0:44:04,2644,2,0.84,,
20/09/2014,Fleet,Special,Ambassador's,Combined,Rosschild,0,2,1,1315,141642,1:01:42,3702,3,0.611,0.68,
20/09/2014,Fleet,Special,Ambassador's,Combined,Haumuri,0,2,1,1315,141311,0:58:11,3491,4,0.649,0.665,
20/09/2014,Fleet,Special,Ambassador's,Combined,Testarossa,0,2,1,1315,140312,0:48:12,2892,5,0.79,0.772,
20/09/2014,Fleet,Special,Ambassador's,Combined,Gucci,0,2,1,1315,140553,0:50:53,3053,6,0.751,0.745,0.963
20/09/2014,Fleet,Special,Ambassador's,Combined,Wiseguy,0,2,1,1315,141022,0:55:22,3322,7,0.691,0.725,
20/09/2014,Fleet,Special,Ambassador's,Combined,Charlie,0,2,1,1315,142042,1:05:42,3942,8,0.586,,
20/09/2014,Fleet,Special,Ambassador's,Combined,Illusions,0,2,1,1315,141337,0:58:37,3517,9,0.657,0.67,
20/09/2014,Fleet,Special,Ambassador's,Combined,After Midnight,0,2,1,1315,140855,0:53:55,3235,10,0.721,0.725,
20/09/2014,Fleet,Special,Ambassador's,Combined,Eat My Shorts,0,2,1,1315,140747,0:52:47,3167,11,0.739,0.74,
20/09/2014,Fleet,Special,Ambassador's,Combined,Wedgetail,0,2,1,1315,145535,0:40:35,2435,12,0.962,0.945,1.209
20/09/2014,Fleet,Special,Ambassador's,Combined,White Cavalier,0,2,1,1315,142510,1:10:10,4210,13,0.561,0.65,
20/09/2014,Fleet,Special,Ambassador's,Combined,The Guarantee,0,2,1,1315,140216,0:47:16,2836,14,0.856,0.84,
20/09/2014,Fleet,Special,Ambassador's,Combined,CU,0,2,1,1315,140617,0:51:17,3077,15,0.79,,
20/09/2014,Fleet,Special,Ambassador's,Combined,Titus Canby,0,2,1,1315,141405,0:59:05,3545,16,0.688,0.69,
20/09/2014,Fleet,Special,Ambassador's,Combined,Wai Aniwa,0,2,1,1315,141720,1:02:20,3740,17,0.66,0.69,
20/09/2014,Fleet,Special,Ambassador's,Combined,Prime Mover,0,2,1,1315,141044,0:55:44,3344,18,0.746,0.762,0.964
20/09/2014,Fleet,Special,Ambassador's,Combined,Young Nicholson,0,2,1,1315,140616,0:51:16,3076,19,0.82,,
20/09/2014,Fleet,Special,Ambassador's,Combined,Blink,0,2,1,1315,140114,0:46:14,2774,20,0.938,0.96,
20/09/2014,Fleet,Special,Ambassador's,Combined,Revs,0,2,1,,,<dnc>,,,,,
20/09/2014,Fleet,Special,Ambassador's,Combined,Marishka,0,2,1,,,<no entry>,,,,,
27/09/2014,Championship,Spring,r1,1,Wedgetail,0,2,1,1315,152034,2:05:34,7534,1,0.954,0.945,1.209
27/09/2014,Championship,Spring,r1,1,St Laurence,0,2,1,1315,151612,2:01:12,7272,2,1.05,,
27/09/2014,Championship,Spring,r1,1,The Guarantee,0,2,1,1315,155134,2:36:34,9394,3,0.829,0.84,
27/09/2014,Championship,Spring,r1,1,Helter Skelter,0,2,1,1315,154902,2:34:02,9242,4,0.845,,
27/09/2014,Championship,Spring,r1,1,Magic Trick,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,1,Revs,0,2,1,,,<dnf>,,,,,
27/09/2014,Championship,Spring,r1,1,Blink,0,2,1,,,<ocs>,,,,,
27/09/2014,Championship,Spring,r1,2,Prime Mover,0,2,1,1320,1,2:13:03,7983,1,0.755,0.762,0.964
27/09/2014,Championship,Spring,r1,2,Eat My Shorts,0,2,1,1320,1,2:21:22,8482,2,0.726,0.74,
27/09/2014,Championship,Spring,r1,2,Montego Bay III,0,2,1,1320,1,2:27:00,8820,3,0.7,,
27/09/2014,Championship,Spring,r1,2,Testarossa,0,2,1,1320,1,2:14:04,8044,4,0.775,0.772,
27/09/2014,Championship,Spring,r1,2,Whistler III,0,2,1,1320,1,2:21:48,8508,5,0.743,0.74,0.95
27/09/2014,Championship,Spring,r1,2,Wiseguy,0,2,1,1320,1,2:32:54,9174,6,0.694,0.725,
27/09/2014,Championship,Spring,r1,2,Gucci,0,2,1,1320,1,2:19:48,8388,7,0.764,0.745,0.963
27/09/2014,Championship,Spring,r1,2,After Midnight,0,2,1,1320,1,2:28:59,8939,8,0.723,0.725,
27/09/2014,Championship,Spring,r1,2,Floating Free,0,2,1,1320,1,2:33:15,9195,9,0.71,,
27/09/2014,Championship,Spring,r1,2,Airship,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,2,Brix,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,2,CU,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,3,White Cavalier,0,2,1,1325,160436,2:39:36,9576,1,0.555,0.65,
27/09/2014,Championship,Spring,r1,3,Saucy Sausage,0,2,1,1325,154955,2:24:55,8695,2,0.627,0.635,
27/09/2014,Championship,Spring,r1,3,Maranui,0,2,1,1325,161215,2:47:15,10035,3,0.548,,
27/09/2014,Championship,Spring,r1,3,Titus Canby,0,2,1,1325,154334,2:18:34,8314,4,0.677,0.69,
27/09/2014,Championship,Spring,r1,3,Wai Aniwa,0,2,1,1325,154534,2:20:34,8434,5,0.672,0.69,
27/09/2014,Championship,Spring,r1,3,Marishka,0,2,1,1325,160638,2:41:38,9698,6,0.609,0.65,
27/09/2014,Championship,Spring,r1,3,Rosschild,0,2,1,1325,160252,2:37:52,9472,7,0.632,0.68,
27/09/2014,Championship,Spring,r1,3,Haumuri,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,3,Illusions,0,2,1,,,<dnc>,,,,,
27/09/2014,Championship,Spring,r1,3,Revenue Cutter,0,2,1,,,<dnc>,,,,,
4/10/2014,Championship,Spring,r2,1,Blink,0,2,1,1315,145818,1:43:18,6198,1,0.934,0.96,
4/10/2014,Championship,Spring,r2,1,The Guarantee,0,2,1,1315,151449,1:59:49,7189,2,0.824,0.84,
4/10/2014,Championship,Spring,r2,1,Wedgetail,0,2,1,1315,145808,1:43:08,6188,3,0.963,0.945,1.209
4/10/2014,Championship,Spring,r2,1,Magic Trick,0,2,1,1315,150554,1:50:54,6654,4,0.909,0.875,
4/10/2014,Championship,Spring,r2,1,Revs,0,2,1,1315,150700,1:52:00,6720,5,0.908,0.9,
4/10/2014,Championship,Spring,r2,1,Helter Skelter,0,2,1,1315,152129,2:06:29,7589,6,0.839,,
4/10/2014,Championship,Spring,r2,1,Structural Analysis,0,2,1,,,<no entry>,,,,,
4/10/2014,Championship,Spring,r2,2,Prime Mover,0,2,1,1320,150725,1:47:25,6445,1,0.762,0.762,0.964
4/10/2014,Championship,Spring,r2,2,Eat My Shorts,0,2,1,1320,151202,1:52:02,6722,2,0.732,0.74,
4/10/2014,Championship,Spring,r2,2,Testarossa,0,2,1,1320,150715,1:47:15,6435,3,0.778,0.772,
4/10/2014,Championship,Spring,r2,2,Montego Bay III,0,2,1,1320,152033,2:00:33,7233,4,0.705,,
4/10/2014,Championship,Spring,r2,2,Whistler III,0,2,1,1320,151424,1:54:24,6864,5,0.743,0.74,0.95
4/10/2014,Championship,Spring,r2,2,Wiseguy,0,2,1,1320,152312,2:03:12,7392,6,0.693,0.725,
4/10/2014,Championship,Spring,r2,2,Floating Free,0,2,1,1320,152146,2:01:46,7306,7,0.704,,
4/10/2014,Championship,Spring,r2,2,Gucci,0,2,1,1320,151314,1:53:14,6794,8,0.761,0.745,0.963
4/10/2014,Championship,Spring,r2,2,After Midnight,0,2,1,1320,152032,2:00:32,7232,9,0.718,0.725,
4/10/2014,Championship,Spring,r2,2,Airship,0,2,1,1320,151756,1:57:56,7076,10,0.748,0.753,
4/10/2014,Championship,Spring,r2,2,Brix,0,2,1,1320,152538,2:05:38,7538,11,0.704,0.725,
4/10/2014,Championship,Spring,r2,2,CU,0,2,1,1320,151942,1:59:42,7182,12,0.8,,
4/10/2014,Championship,Spring,r2,3,Marishka,0,2,1,1325,150420,1:39:20,5960,1,0.604,0.65,
4/10/2014,Championship,Spring,r2,3,Illusions,0,2,1,1325,145728,1:32:28,5548,2,0.658,0.67,
4/10/2014,Championship,Spring,r2,3,White Cavalier,0,2,1,1325,151407,1:49:07,6547,3,0.56,0.65,
4/10/2014,Championship,Spring,r2,3,Titus Canby,0,2,1,1325,145614,1:31:14,5474,4,0.677,0.69,
4/10/2014,Championship,Spring,r2,3,Revenue Cutter,0,2,1,1325,150237,1:37:37,5857,5,0.643,,
4/10/2014,Championship,Spring,r2,3,Wai Aniwa,0,2,1,1325,145933,1:34:33,5673,6,0.671,0.69,
4/10/2014,Championship,Spring,r2,3,Saucy Sausage,0,2,1,1325,150523,1:40:23,6023,7,0.633,0.635,
4/10/2014,Championship,Spring,r2,3,Maranui,0,2,1,1325,152105,1:56:05,6965,8,0.552,,
4/10/2014,Championship,Spring,r2,3,Haumuri,0,2,1,1325,150824,1:43:24,6204,9,0.656,0.665,
4/10/2014,Championship,Spring,r2,3,Port Nic 1,0,2,1,1325,151845,1:53:45,6825,10,0.68,,
4/10/2014,Championship,Spring,r2,3,Port Nic 2,0,2,1,,,<dnc>,,,,,
4/10/2014,Championship,Spring,r2,3,Rosschild,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,1,Helter Skelter,0,2,1,1315,152942,2:14:42,8082,1,0.831,,
11/10/2014,Championship,Spring,r3,1,Structural Analysis,0,2,1,1315,154518,2:30:18,9018,2,0.773,,
11/10/2014,Championship,Spring,r3,1,Revs,0,2,1,1315,152612,2:11:12,7872,3,0.902,0.9,
11/10/2014,Championship,Spring,r3,1,Magic Trick,0,2,1,1315,152738,2:12:38,7958,4,0.905,0.875,
11/10/2014,Championship,Spring,r3,1,Wedgetail,0,2,1,1315,152045,2:05:45,7545,5,0.964,0.945,1.209
11/10/2014,Championship,Spring,r3,1,Badonkadonk,0,2,1,1315,154109,2:26:09,8769,6,0.845,0.865,
11/10/2014,Championship,Spring,r3,1,St Laurence,0,2,1,1315,151914,2:04:14,7454,7,1.05,,
11/10/2014,Championship,Spring,r3,1,Blink,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,1,The Guarantee,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,2,Airship,0,2,1,1320,153627,2:16:27,8187,1,0.741,0.753,
11/10/2014,Championship,Spring,r3,2,Floating Free,0,2,1,1320,154745,2:27:45,8865,2,0.702,,
11/10/2014,Championship,Spring,r3,2,Wiseguy,0,2,1,1320,154959,2:29:59,8999,3,0.692,0.725,
11/10/2014,Championship,Spring,r3,2,After Midnight,0,2,1,1320,154532,2:25:32,8732,4,0.715,0.725,
11/10/2014,Championship,Spring,r3,2,Montego Bay III,0,2,1,1320,154759,2:27:59,8879,5,0.707,,
11/10/2014,Championship,Spring,r3,2,Eat My Shorts,0,2,1,1320,154504,2:25:04,8704,6,0.739,0.74,
11/10/2014,Championship,Spring,r3,2,Gucci,0,2,1,1320,154223,2:22:23,8543,7,0.758,0.745,0.963
11/10/2014,Championship,Spring,r3,2,Prime Mover,0,2,1,1320,154032,2:20:32,8432,8,0.77,0.762,0.964
11/10/2014,Championship,Spring,r3,2,Testarossa,0,2,1,1320,153836,2:18:36,8316,9,0.784,0.772,
11/10/2014,Championship,Spring,r3,2,Whistler III,0,2,1,1320,154747,2:27:47,8867,10,0.744,0.74,0.95
11/10/2014,Championship,Spring,r3,2,CU,0,2,1,1320,154002,2:20:02,8402,11,0.793,,
11/10/2014,Championship,Spring,r3,2,Brix,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,3,Illusions,0,2,1,1325,152849,2:03:49,7429,1,0.664,0.67,
11/10/2014,Championship,Spring,r3,3,Haumuri,0,2,1,1325,153425,2:09:25,7765,2,0.65,0.665,
11/10/2014,Championship,Spring,r3,3,Rosschild,0,2,1,1325,153944,2:14:44,8084,3,0.626,0.68,
11/10/2014,Championship,Spring,r3,3,Wai Aniwa,0,2,1,1325,153252,2:07:52,7672,4,0.668,0.69,
11/10/2014,Championship,Spring,r3,3,White Cavalier,0,2,1,1325,155721,2:32:21,9141,5,0.565,0.65,
11/10/2014,Championship,Spring,r3,3,Blurred Image,0,2,1,1325,153151,2:06:51,7611,6,0.679,,
11/10/2014,Championship,Spring,r3,3,Titus Canby,0,2,1,1325,153244,2:07:44,7664,7,0.68,0.69,
11/10/2014,Championship,Spring,r3,3,Marishka,0,2,1,1325,155153,2:26:53,8813,8,0.608,0.65,
11/10/2014,Championship,Spring,r3,3,Maranui,0,2,1,1325,161258,2:47:58,10078,9,0.549,,
11/10/2014,Championship,Spring,r3,3,Port Nic 1,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,3,Port Nic 2,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,3,Revenue Cutter,0,2,1,,,<dnc>,,,,,
11/10/2014,Championship,Spring,r3,3,Saucy Sausage,0,2,1,,,<dnc>,,,,,
18/10/2014,Championship,Spring,r4,1,The Guarantee,0,2,1,1315,155545,2:40:45,9645,1,0.825,0.84,
18/10/2014,Championship,Spring,r4,1,Magic Trick,0,2,1,1315,154734,2:32:34,9154,2,0.904,0.875,
18/10/2014,Championship,Spring,r4,1,Helter Skelter,0,2,1,1315,160340,2:48:40,10120,3,0.837,,
18/10/2014,Championship,Spring,r4,1,Revs,0,2,1,1315,155623,2:41:23,9683,4,0.905,0.9,
18/10/2014,Championship,Spring,r4,1,Wedgetail,0,2,1,1315,160036,2:45:36,9936,5,0.962,0.945,1.209
18/10/2014,Championship,Spring,r4,1,Blink,0,2,1,,,<dnc>,,,,,
18/10/2014,Championship,Spring,r4,1,Badonkadonk,0,2,1,,,<dnc>,,,,,
18/10/2014,Championship,Spring,r4,1,Structural Analysis,0,2,1,,,<dnf>,,,,,
18/10/2014,Championship,Spring,r4,2,Floating Free,0,2,1,1320,154545,2:25:45,8745,1,0.707,,
18/10/2014,Championship,Spring,r4,2,After Midnight,0,2,1,1320,154420,2:24:20,8660,2,0.72,0.725,
18/10/2014,Championship,Spring,r4,2,Incantare,0,2,1,1320,155307,2:33:07,9187,3,0.684,0.725,
18/10/2014,Championship,Spring,r4,2,Eat My Shorts,0,2,1,1320,154149,2:21:49,8509,4,0.741,0.74,
18/10/2014,Championship,Spring,r4,2,Montego Bay III,0,2,1,1320,154905,2:29:05,8945,5,0.713,,
18/10/2014,Championship,Spring,r4,2,Whistler III,0,2,1,1320,154516,2:25:16,8716,6,0.739,0.74,0.95
18/10/2014,Championship,Spring,r4,2,Wiseguy,0,2,1,1320,155444,2:34:44,9284,7,0.698,0.725,
18/10/2014,Championship,Spring,r4,2,Prime Mover,0,2,1,1320,154030,2:20:30,8430,8,0.769,0.762,0.964
18/10/2014,Championship,Spring,r4,2,Gucci,0,2,1,1320,154342,2:23:42,8622,9,0.756,0.745,0.963
18/10/2014,Championship,Spring,r4,2,Testarossa,0,2,1,1320,153934,2:19:34,8374,10,0.782,0.772,
18/10/2014,Championship,Spring,r4,2,Brix,0,2,1,1320,155642,2:36:42,9402,11,0.698,0.725,
18/10/2014,Championship,Spring,r4,2,CU,0,2,1,1320,154059,2:20:59,8459,12,0.785,,
18/10/2014,Championship,Spring,r4,2,Airship,0,2,1,1320,155538,2:35:38,9338,13,0.747,0.753,
18/10/2014,Championship,Spring,r4,3,Marangi,0,2,1,1325,151710,1:52:10,6730,1,0.58,,
18/10/2014,Championship,Spring,r4,3,Illusions,0,2,1,1325,150652,1:41:52,6112,2,0.671,0.67,
18/10/2014,Championship,Spring,r4,3,Wai Aniwa,0,2,1,1325,150720,1:42:20,6140,3,0.668,0.69,
18/10/2014,Championship,Spring,r4,3,Saucy Sausage,0,2,1,1325,151331,1:48:31,6511,4,0.631,0.635,
18/10/2014,Championship,Spring,r4,3,Marishka,0,2,1,1325,151848,1:53:48,6828,5,0.603,0.65,
18/10/2014,Championship,Spring,r4,3,White Cavalier,0,2,1,1325,152741,2:02:41,7361,6,0.565,0.65,
18/10/2014,Championship,Spring,r4,3,Rosschild,0,2,1,1325,151646,1:51:46,6706,7,0.629,0.68,
18/10/2014,Championship,Spring,r4,3,Titus Canby,0,2,1,1325,150854,1:43:54,6234,8,0.68,0.69,
18/10/2014,Championship,Spring,r4,3,Blurred Image,0,2,1,1325,151003,1:45:03,6303,9,0.679,,
18/10/2014,Championship,Spring,r4,3,Revenue Cutter,0,2,1,1325,151736,1:52:36,6756,10,0.643,,
18/10/2014,Championship,Spring,r4,3,Haumuri,0,2,1,1325,151908,1:54:08,6848,11,0.654,0.665,
18/10/2014,Championship,Spring,r4,3,Maranui,0,2,1,,,<dnc>,,,,,
18/10/2014,Championship,Spring,r4,3,Port Nic 1,0,2,1,,,<dnc>,,,,,
18/10/2014,Championship,Spring,r4,3,Port Nic 2,0,2,1,,,<dnc>,,,,,
25/10/2014,Two-handed,Two-handed,r1,Combined,Nedax Racing,0,2,1,1000,123210,2:32:10,9130,1,0.825,,
25/10/2014,Two-handed,Two-handed,r1,Combined,After Midnight,0,2,1,1000,130057,3:00:57,10857,2,0.713,0.715,
25/10/2014,Two-handed,Two-handed,r1,Combined,Montego Bay III,0,2,1,1000,130627,3:06:27,11187,3,0.722,,
25/10/2014,Two-handed,Two-handed,r1,Combined,White Cavalier,0,2,1,1000,135606,3:56:06,14166,4,0.584,0.65,
25/10/2014,Two-handed,Two-handed,r1,Combined,Wai Aniwa,0,2,1,1000,132233,3:22:33,12153,5,0.687,0.69,
25/10/2014,Two-handed,Two-handed,r1,Combined,Titus Canby,0,2,1,1000,132338,3:23:38,12218,6,0.687,0.69,
25/10/2014,Two-handed,Two-handed,r1,Combined,Saucy Sausage,0,2,1,1000,134021,3:40:21,13221,7,0.635,0.645,
25/10/2014,Two-handed,Two-handed,r1,Combined,Floating Free,0,2,1,1000,131527,3:15:27,11727,8,0.72,,
31/10/2014,Rum,Rum,r1,Combined,Charlie,0,2,1,1830,200514,1:35:14,5714,1,0.591,,
31/10/2014,Rum,Rum,r1,Combined,Wai Aniwa,0,2,1,1830,200154,1:31:54,5514,2,0.653,,
31/10/2014,Rum,Rum,r1,Combined,Tortimony,0,2,1,1830,200706,1:37:06,5826,3,0.62,,
31/10/2014,Rum,Rum,r1,Combined,Incantare,0,2,1,1830,200129,1:31:29,5489,4,0.705,,
31/10/2014,Rum,Rum,r1,Combined,Eat My Shorts,0,2,1,,,<dsq>,,,,,
1/11/2014,Classics,Windward Classic,r1,Combined,Lizzie,0,2,1,1333,150424,1:31:24,5484,1,0.419,,
1/11/2014,Classics,Windward Classic,r1,Combined,Mabel,0,2,1,,,<dnf>,,,,,
1/11/2014,Fleet,At Home,r1,Combined,Marangi,0,2,1,1333,150316,1:30:16,5416,1,0.6,,
1/11/2014,Fleet,At Home,r1,Combined,Blurred Image,0,2,1,1333,145836,1:25:36,5136,2,0.683,0.725,
1/11/2014,Fleet,At Home,r1,Combined,Brix,0,2,1,1333,145853,1:25:53,5153,3,0.685,0.725,
1/11/2014,Fleet,At Home,r1,Combined,Eat My Shorts,0,2,1,1333,145511,1:22:11,4931,4,0.738,0.74,
1/11/2014,Fleet,At Home,r1,Combined,After Midnight,0,2,1,1333,145934,1:26:34,5194,5,0.721,0.725,
1/11/2014,Fleet,At Home,r1,Combined,Saucy Sausage,0,2,1,1333,151223,1:39:23,5963,5,0.628,0.635,
1/11/2014,Fleet,At Home,r1,Combined,St Laurence,0,2,1,1333,143641,1:03:41,3821,7,1.037,,
1/11/2014,Fleet,At Home,r1,Combined,Helter Skelter,0,2,1,,,<dnf>,,,,,
1/11/2014,Fleet,At Home,r1,Combined,White Cavalier,0,2,1,,,<dns>,,,,,
1/11/2014,Fleet,At Home,r1,Combined,Rosschild,0,2,1,,,<dns>,,,,,
1/11/2014,Offshore,Offshore,Brothers,Combined,Montego Bay III,0,2,1,1000,191730,9:17:30,33450,1,0.741,0.758,
1/11/2014,Offshore,Offshore,Brothers,Combined,Wai Aniwa,0,2,1,1000,201354,10:13:54,36834,2,0.68,0.7,
1/11/2014,Offshore,Offshore,Brothers,Combined,Gucci,0,2,1,1000,191835,9:18:35,33515,3,0.752,0.755,0.963
1/11/2014,Offshore,Offshore,Brothers,Combined,Prime Mover,0,2,1,1000,191703,9:17:03,33423,4,0.775,0.765,0.964
1/11/2014,Offshore,Offshore,Brothers,Combined,Revs,0,2,1,1000,182430,8:24:30,30270,5,0.885,0.9,
1/11/2014,Offshore,Offshore,Brothers,Combined,Blink,0,2,1,1000,174130,7:41:30,27690,6,1.007,1.01,
1/11/2014,Offshore,Offshore,Brothers,Combined,Illusions,0,2,1,1000,213152,11:31:52,41512,7,0.673,0.665,
1/11/2014,Offshore,Offshore,Brothers,Combined,The Guarantee,0,2,1,,,<dnc>,,,,,
1/11/2014,Offshore,Offshore,Brothers,Combined,Wedgetail,0,2,1,,,<dnf>,,,,,
1/11/2014,Offshore,Offshore,Brothers,Combined,Wiseguy,0,2,1,,,<dnf>,,,,,
5/11/2014,Fleet,Twilight 1,r1,Combined,Whistler III,0,2,1,1830,194606,1:16:06,4566,1,0.718,0.74,0.95
5/11/2014,Fleet,Twilight 1,r1,Combined,After Midnight,0,2,1,1830,195555,1:25:55,5155,2,0.715,0.725,
5/11/2014,Fleet,Twilight 1,r1,Combined,Blink,0,2,1,1830,194229,1:12:29,4349,3,0.93,0.96,
5/11/2014,Fleet,Twilight 1,r1,Combined,Airship,0,2,1,,,<dnf>,,,,,
7/11/2014,Rum,Rum,r2,Combined,CU,0,2,1,1830,193721,1:07:21,4041,1,0.785,,
7/11/2014,Rum,Rum,r2,Combined,Blink,0,2,1,1830,193031,1:00:31,3631,2,0.942,,
7/11/2014,Rum,Rum,r2,Combined,Eat My Shorts,0,2,1,1830,195647,1:26:47,5207,3,0.738,,
7/11/2014,Rum,Rum,r2,Combined,Wai Aniwa,0,2,1,1830,201228,1:42:28,6148,4,0.653,,
7/11/2014,Rum,Rum,r2,Combined,Charlie,0,2,1,1830,202957,1:59:57,7197,5,0.596,,
7/11/2014,Rum,Rum,r2,Combined,Tortimony,0,2,1,1830,202650,1:56:50,7010,6,0.619,,
7/11/2014,Rum,Rum,r2,Combined,Saffron,0,2,1,1830,201945,1:49:45,6585,7,0.695,,
8/11/2014,Classics,Classics Championship,r1,Combined,Lizzie,0,2,1,1200,153137,3:31:37,12697,1,0.419,,
8/11/2014,Classics,Classics Championship,r1,Combined,Mabel,0,2,1,1200,161154,4:11:54,15114,2,0.415,,
8/11/2014,Classics,Classics Championship,r1,Combined,Galatea,0,2,1,1200,153111,3:31:11,12671,3,0.504,,
8/11/2014,Fleet,Island Bay,r1,Combined,Blurred Image,0,2,1,1200,145331,2:53:31,10411,1,0.689,,
8/11/2014,Fleet,Island Bay,r1,Combined,Airship,0,2,1,1200,144454,2:44:54,9894,2,0.741,,
8/11/2014,Fleet,Island Bay,r1,Combined,Montego Bay III,0,2,1,1200,145537,2:55:37,10537,3,0.698,0.745,
8/11/2014,Fleet,Island Bay,r1,Combined,Wai Aniwa,0,2,1,1200,150941,3:09:41,11381,4,0.654,0.69,
8/11/2014,Fleet,Island Bay,r1,Combined,After Midnight,0,2,1,1200,145516,2:55:16,10516,5,0.715,0.725,
8/11/2014,Fleet,Island Bay,r1,Combined,Revs,0,2,1,1200,142040,2:20:40,8440,6,0.89,0.9,
8/11/2014,Fleet,Island Bay,r1,Combined,Marangi,0,2,1,1200,152750,3:27:50,12470,7,0.605,,
8/11/2014,Fleet,Island Bay,r1,Combined,Charlie,0,2,1,1200,153726,3:37:26,13046,8,0.588,,
8/11/2014,Fleet,Island Bay,r1,Combined,Titus Canby,0,2,1,1200,150735,3:07:35,11255,9,0.682,0.69,
8/11/2014,Fleet,Island Bay,r1,Combined,Incantare,0,2,1,1200,150257,3:02:57,10977,10,0.701,0.725,
8/11/2014,Fleet,Island Bay,r1,Combined,Testarossa,0,2,1,1200,144142,2:41:42,9702,11,0.795,0.772,
8/11/2014,Fleet,Island Bay,r1,Combined,White Cavalier,0,2,1,1200,155100,3:51:00,13860,12,0.559,0.65,
8/11/2014,Fleet,Island Bay,r1,Combined,Eat My Shorts,0,2,1,1200,145502,2:55:02,10502,13,0.738,0.74,
8/11/2014,Fleet,Island Bay,r1,Combined,Brix,0,2,1,1200,150700,3:07:00,11220,14,0.691,0.725,
8/11/2014,Fleet,Island Bay,r1,Combined,Marishka,0,2,1,1200,153444,3:34:44,12884,15,0.603,0.65,
8/11/2014,Fleet,Island Bay,r1,Combined,Prime Mover,0,2,1,1200,145636,2:56:36,10596,16,0.739,0.762,0.964
8/11/2014,Fleet,Island Bay,r1,Combined,Floating Free,0,2,1,1200,150320,3:03:20,11000,17,0.713,,
8/11/2014,Fleet,Island Bay,r1,Combined,Wedgetail,0,2,1,1200,141615,2:16:15,8175,18,0.961,0.945,1.209
8/11/2014,Fleet,Island Bay,r1,Combined,The Guarantee,0,2,1,1200,143523,2:35:23,9323,19,0.848,0.84,
8/11/2014,Fleet,Island Bay,r1,Combined,Helter Skelter,0,2,1,1200,143807,2:38:07,9487,20,0.848,,
8/11/2014,Fleet,Island Bay,r1,Combined,La Quintessence,0,2,1,1200,151130,3:11:30,11490,21,0.703,,
8/11/2014,Fleet,Island Bay,r1,Combined,Haumuri,0,2,1,1200,152545,3:25:45,12345,22,0.655,0.665,
8/11/2014,Fleet,Island Bay,r1,Combined,Gucci,0,2,1,1200,145843,2:58:43,10723,23,0.755,0.745,0.963
8/11/2014,Fleet,Island Bay,r1,Combined,CU,0,2,1,1200,145320,2:53:20,10400,24,0.783,,
8/11/2014,Fleet,Island Bay,r1,Combined,Blink,0,2,1,1200,142807,2:28:07,8887,25,0.93,0.96,
8/11/2014,Fleet,Island Bay,r1,Combined,Saffron,0,2,1,1200,152406,3:24:06,12246,26,0.682,,
8/11/2014,Fleet,Island Bay,r1,Combined,Structural Analysis,0,2,1,1200,150212,3:02:12,10932,27,0.765,,
8/11/2014,Fleet,Island Bay,r1,Combined,Badonkadonk,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Illusions,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Magic Trick,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Maranui,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Port Nic 1,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Port Nic 2,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Revenue Cutter,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Rosschild,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Saucy Sausage,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,St Laurence,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Whistler III,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Fleet,Island Bay,r1,Combined,Wiseguy,0,2,1,1200,,<dnc>,,,,,
8/11/2014,Championship,Island Bay,r1,1,Revs,0,2,1,1200,142040,2:20:40,8440,1,0.896,0.9,
8/11/2014,Championship,Island Bay,r1,1,The Guarantee,0,2,1,1200,143523,2:35:23,9323,2,0.832,0.84,
